STD_YM,gID,dup_fac_cnt,fac_name_1,fac_func_1,fac_name_2,fac_func_2,fac_name_3,fac_func_3,fac_name_4,fac_func_4,fac_name_5,fac_func_5,fac_name_6,fac_func_6,fac_name_7,fac_func_7,fac_name_8,fac_func_8,fac_name_9,fac_func_9,fac_name_10,fac_func_10,fac_name_11,fac_func_11,fac_name_12,fac_func_12,fac_name_13,fac_func_13,fac_name_14,fac_func_14,fac_name_15,fac_func_15,fac_name_16,fac_func_16,fac_name_17,fac_func_17,dup_fac_pop
202407,마라377867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라377878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378857,2,부산진구 어린이청소년 도서관,주거교육,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6
202407,마라378858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라378878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379855,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라379879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380854,4,이마트 사상점,상업,한국신발관,여가,감전동 행정복지센터,주거의료,르네시떼,상업,삼성테스코홈플러스서부산점,상업,,,,,,,,,,,,,,,,,,,,,,,,,81.0
202407,마라380855,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380862,5,당감사회복지관,주거,사상 보건소,주거의료,백양가족공원,여가,장림2동 행정복지센터,주거여가,한국신발관,여가,하하센터,여가,개금3동 주민센터,주거의료여가,애플 아울렛 서부시외버스터미널,상업,르네시떼,상업,부산진구 어린이청소년 도서관,주거교육,이마트 사상점,상업,새벽시장,상업,새당감시장,상업,감전시장,상업,장림 롯데마트,상업,부산진구 동네 청년마루,교육,사상인디스테이션,여가,1125.7
202407,마라380863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라380881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381853,4,부산진구여성가족문화센터,주거,부산진구 동네 청년마루,교육,당감행복마루센터,주거여가,개성고등학교,여가,개금3동 주민센터,주거의료여가,,,,,,,,,,,,,,,,,,,,,,,,,118.6
202407,마라381854,5,감전동 행정복지센터,주거의료,장림생태공원,여가,사상근린공원,여가,개성고등학교,여가,당감골목시장,상업,장림1동행정복지센터,주거의료,애플 아울렛 서부시외버스터미널,상업,사상 보건소,주거의료,삼성테스코홈플러스서부산점,상업,당감4동 주민센터,주거의료,개금3동 주민센터,주거의료여가,하하센터,여가,부산진구 동네 청년마루,교육,감전시장,상업,이마트 사상점,상업,부산진구여성가족문화센터,주거,괘법동 행정복지센터,주거의료교육,4722.8
202407,마라381855,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라381882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382852,5,부산진구 동네 청년마루,교육,감전천,여가,창날공원,여가,하하센터,여가,감전시장,상업,르네시떼,상업,감전동 행정복지센터,주거의료,개금3동 주민센터,주거의료여가,개금종합사회복지관,주거의료여가,한국신발관,여가,백양가족공원,여가,사상 보건소,주거의료,사상인디스테이션,여가,당감골목시장,상업,애플 아울렛 서부시외버스터미널,상업,개금테마공원,여가,장림생태공원,여가,4671.0
202407,마라382853,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382855,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382857,5,한국신발관,여가,당감골목시장,상업,르네시떼,상업,부산진구 동네 청년마루,교육,이마트 사상점,상업,당감4동 주민센터,주거의료,하하센터,여가,개금3동 주민센터,주거의료여가,개성고등학교,여가,괘법동 행정복지센터,주거의료교육,사상근린공원,여가,창날공원,여가,새벽시장,상업,장림생태공원,여가,사상 보건소,주거의료,당감사회복지관,주거,부산진구여성가족문화센터,주거,6013.1
202407,마라382858,1,백양가족공원,여가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
202407,마라382859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382862,3,개금3동 주민센터,주거의료여가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
202407,마라382863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라382882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383853,5,하하센터,여가,당감4동 주민센터,주거의료,감전동 행정복지센터,주거의료,신남초등학교,여가,감전천,여가,개금종합사회복지관,주거의료여가,수풀작은도서관,교육,개성고등학교,여가,사상 보건소,주거의료,부산진구 어린이청소년 도서관,주거교육,사상평생학습관,교육,장림생태공원,여가,이마트 사상점,상업,사상인디스테이션,여가,부산진구 생활문화센터,교육여가,사상근린공원,여가,부산진구 동네 청년마루,교육,6785.2
202407,마라383854,5,장림공원,여가,감전동 행정복지센터,주거의료,백양가족공원,여가,당감골목시장,상업,이마트 사상점,상업,새당감시장,상업,사상인디스테이션,여가,창날공원,여가,개금3동 주민센터,주거의료여가,감전시장,상업,하하센터,여가,괘법동 행정복지센터,주거의료교육,당감4동 주민센터,주거의료,장림생태공원,여가,부산진구여성가족문화센터,주거,당감사회복지관,주거,수풀작은도서관,교육,5179.9
202407,마라383855,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383857,5,감전천,여가,감전동 행정복지센터,주거의료,사상근린공원,여가,애플 아울렛 서부시외버스터미널,상업,당감4동 주민센터,주거의료,당감사회복지관,주거,르네시떼,상업,개금3동 주민센터,주거의료여가,장림생태공원,여가,새벽시장,상업,삼성테스코홈플러스서부산점,상업,괘법동 행정복지센터,주거의료교육,사상인디스테이션,여가,백양가족공원,여가,당감골목시장,상업,당감행복마루센터,주거여가,개금테마공원,여가,2915.9
202407,마라383858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라383883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384853,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384855,2,애플 아울렛 서부시외버스터미널,상업,한국신발관,여가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5
202407,마라384856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384882,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384883,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384884,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384885,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라384886,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라385853,4,새당감시장,상업,개금3동 주민센터,주거의료여가,개금테마공원,여가,삼성테스코홈플러스서부산점,상업,르네시떼,상업,애플 아울렛 서부시외버스터미널,상업,사상인디스테이션,여가,이마트 사상점,상업,부산진구여성가족문화센터,주거,한국신발관,여가,개성고등학교,여가,개금종합사회복지관,주거의료여가,당감사회복지관,주거,,,,,,,,,244.4
